# Per-match per-placement kill counts for ALGS regional fits.
#
# Schema:
#   region          one of: americas / emea / apac_n / apac_s
#   tournament      stable slug per finals event, e.g. "2024-S1-Pro-League-Finals"
#   match_number    1-indexed match number within the event
#   placement       1..20 final placement in that match
#   team_kills      scored kills the team at that placement earned in that match
#
# Source: Liquipedia per-match Standings tables for ALGS Year 4 / Year 5
# regional Pro League Finals (the same 19-event dataset described in
# docs/data_validation.md section 2-B). Global Finals are stored under
# "global" if added later (currently out of scope for region fits).
#
# Authoritative fetch path (cycle 14 onward):
#   python -m tools.fetch_liquipedia_finals
#       --page <Liquipedia page path>
#       --region <apac_s|...> --tournament <slug>
#   The script pulls raw wikitext via the MediaWiki API and parses the
#   Bracket template's TeamOpponent / MS sub-templates. This replaces
#   the older manual-transcription rows whose origin was undocumented.
#
# Coverage as of cycle 14 backfill (apac_s 2024 events re-fetched from
# wikitext; 27/100 cells in S1 m1-m5 and 5/29 overlap cells in S2 m1-m6
# differed from the prior transcription -- wikitext values used):
#   americas:   2024 S1 (7 m), 2024 S2 (6 m), 2025 S1 (10 m), 2025 S2 (7 m)
#   emea:       2024 S1 (8 m), 2024 S2 (9 m), 2025 S1 (11 m), 2025 S2 (6 m)
#   apac_n:     2024 S1 (6 m), 2024 S2 (13 m), 2025 S1 (8 m), 2025 S2 (8 m)
#   apac_s:     2024 S1 (10 m), 2024 S2 (7 m), 2025 S1 (7 m), 2025 S2 (8 m)
#
# Filling rule: prefer the fetch script over manual transcription;
# preserve sort order region -> tournament -> match -> placement when
# appending or replacing rows.
region,tournament,match_number,placement,team_kills
apac_s,2025-S1-Pro-League-Finals,4,20,5
apac_s,2025-S1-Pro-League-Finals,5,1,2
apac_s,2025-S1-Pro-League-Finals,5,2,5
apac_s,2025-S1-Pro-League-Finals,5,3,1
apac_s,2025-S1-Pro-League-Finals,5,4,2
apac_s,2025-S1-Pro-League-Finals,5,5,2
apac_s,2025-S1-Pro-League-Finals,5,6,8
apac_s,2025-S1-Pro-League-Finals,5,7,0
apac_s,2025-S1-Pro-League-Finals,5,8,3
apac_s,2025-S1-Pro-League-Finals,5,9,3
apac_s,2025-S1-Pro-League-Finals,5,10,4
apac_s,2025-S1-Pro-League-Finals,5,11,7
apac_s,2025-S1-Pro-League-Finals,5,12,4
apac_s,2025-S1-Pro-League-Finals,5,13,1
apac_s,2025-S1-Pro-League-Finals,5,14,1
apac_s,2025-S1-Pro-League-Finals,5,15,5
apac_s,2025-S1-Pro-League-Finals,5,16,4
apac_s,2025-S1-Pro-League-Finals,5,17,2
apac_s,2025-S1-Pro-League-Finals,5,18,3
apac_s,2025-S1-Pro-League-Finals,5,19,4
apac_s,2025-S1-Pro-League-Finals,5,20,4
apac_s,2025-S1-Pro-League-Finals,6,1,11
apac_s,2025-S1-Pro-League-Finals,6,2,8
apac_s,2025-S1-Pro-League-Finals,6,3,5
apac_s,2025-S1-Pro-League-Finals,6,4,2
apac_s,2025-S1-Pro-League-Finals,6,5,2
apac_s,2025-S1-Pro-League-Finals,6,6,5
apac_s,2025-S1-Pro-League-Finals,6,7,3
apac_s,2025-S1-Pro-League-Finals,6,8,5
apac_s,2025-S1-Pro-League-Finals,6,9,3
apac_s,2025-S1-Pro-League-Finals,6,10,2
apac_s,2025-S1-Pro-League-Finals,6,11,3
apac_s,2025-S1-Pro-League-Finals,6,12,3
apac_s,2025-S1-Pro-League-Finals,6,13,3
apac_s,2025-S1-Pro-League-Finals,6,14,2
apac_s,2025-S1-Pro-League-Finals,6,15,4
apac_s,2025-S1-Pro-League-Finals,6,16,3
apac_s,2025-S1-Pro-League-Finals,6,17,2
apac_s,2025-S1-Pro-League-Finals,6,18,4
apac_s,2025-S1-Pro-League-Finals,6,19,4
apac_s,2025-S1-Pro-League-Finals,6,20,0
apac_s,2025-S1-Pro-League-Finals,7,1,5
apac_s,2025-S1-Pro-League-Finals,7,2,7
apac_s,2025-S1-Pro-League-Finals,7,3,2
apac_s,2025-S1-Pro-League-Finals,7,4,3
apac_s,2025-S1-Pro-League-Finals,7,5,4
apac_s,2025-S1-Pro-League-Finals,7,6,3
apac_s,2025-S1-Pro-League-Finals,7,7,5
apac_s,2025-S1-Pro-League-Finals,7,8,4
apac_s,2025-S1-Pro-League-Finals,7,9,5
apac_s,2025-S1-Pro-League-Finals,7,10,0
apac_s,2025-S1-Pro-League-Finals,7,11,5
apac_s,2025-S1-Pro-League-Finals,7,12,1
apac_s,2025-S1-Pro-League-Finals,7,13,3
apac_s,2025-S1-Pro-League-Finals,7,14,3
apac_s,2025-S1-Pro-League-Finals,7,15,2
apac_s,2025-S1-Pro-League-Finals,7,16,2
apac_s,2025-S1-Pro-League-Finals,7,17,3
apac_s,2025-S1-Pro-League-Finals,7,18,4
apac_s,2025-S1-Pro-League-Finals,7,19,2
apac_s,2025-S1-Pro-League-Finals,7,20,1
apac_s,2025-S2-Pro-League-Finals,1,1,11
apac_s,2025-S2-Pro-League-Finals,1,2,12
apac_s,2025-S2-Pro-League-Finals,1,3,8
apac_s,2025-S2-Pro-League-Finals,1,4,0
apac_s,2025-S2-Pro-League-Finals,1,5,6
apac_s,2025-S2-Pro-League-Finals,1,6,3
apac_s,2025-S2-Pro-League-Finals,1,7,2
apac_s,2025-S2-Pro-League-Finals,1,8,0
apac_s,2025-S2-Pro-League-Finals,1,9,0
apac_s,2025-S2-Pro-League-Finals,1,10,0
apac_s,2025-S2-Pro-League-Finals,1,11,1
apac_s,2025-S2-Pro-League-Finals,1,12,4
apac_s,2025-S2-Pro-League-Finals,1,13,0
apac_s,2025-S2-Pro-League-Finals,1,14,4
apac_s,2025-S2-Pro-League-Finals,1,15,0
apac_s,2025-S2-Pro-League-Finals,1,16,0
apac_s,2025-S2-Pro-League-Finals,1,17,0
apac_s,2025-S2-Pro-League-Finals,1,18,0
apac_s,2025-S2-Pro-League-Finals,1,19,0
apac_s,2025-S2-Pro-League-Finals,1,20,0
apac_s,2025-S2-Pro-League-Finals,2,1,12
apac_s,2025-S2-Pro-League-Finals,2,2,1
apac_s,2025-S2-Pro-League-Finals,2,3,9
apac_s,2025-S2-Pro-League-Finals,2,4,0
apac_s,2025-S2-Pro-League-Finals,2,5,4
apac_s,2025-S2-Pro-League-Finals,2,6,3
apac_s,2025-S2-Pro-League-Finals,2,7,0
apac_s,2025-S2-Pro-League-Finals,2,8,0
apac_s,2025-S2-Pro-League-Finals,2,9,1
apac_s,2025-S2-Pro-League-Finals,2,10,0
apac_s,2025-S2-Pro-League-Finals,2,11,4
apac_s,2025-S2-Pro-League-Finals,2,12,6
apac_s,2025-S2-Pro-League-Finals,2,13,5
apac_s,2025-S2-Pro-League-Finals,2,14,0
apac_s,2025-S2-Pro-League-Finals,2,15,2
apac_s,2025-S2-Pro-League-Finals,2,16,0
apac_s,2025-S2-Pro-League-Finals,2,17,2
apac_s,2025-S2-Pro-League-Finals,2,18,0
apac_s,2025-S2-Pro-League-Finals,2,19,3
apac_s,2025-S2-Pro-League-Finals,2,20,0
apac_s,2025-S2-Pro-League-Finals,3,1,6
apac_s,2025-S2-Pro-League-Finals,3,2,0
apac_s,2025-S2-Pro-League-Finals,3,3,3
apac_s,2025-S2-Pro-League-Finals,3,4,3
apac_s,2025-S2-Pro-League-Finals,3,5,0
apac_s,2025-S2-Pro-League-Finals,3,6,2
apac_s,2025-S2-Pro-League-Finals,3,7,1
apac_s,2025-S2-Pro-League-Finals,3,8,2
apac_s,2025-S2-Pro-League-Finals,3,9,0
apac_s,2025-S2-Pro-League-Finals,3,10,1
apac_s,2025-S2-Pro-League-Finals,3,11,0
apac_s,2025-S2-Pro-League-Finals,3,12,3
apac_s,2025-S2-Pro-League-Finals,3,13,5
apac_s,2025-S2-Pro-League-Finals,3,14,6
apac_s,2025-S2-Pro-League-Finals,3,15,0
apac_s,2025-S2-Pro-League-Finals,3,16,2
apac_s,2025-S2-Pro-League-Finals,3,17,0
apac_s,2025-S2-Pro-League-Finals,3,18,3
apac_s,2025-S2-Pro-League-Finals,3,19,0
apac_s,2025-S2-Pro-League-Finals,3,20,0
apac_s,2025-S2-Pro-League-Finals,4,1,5
apac_s,2025-S2-Pro-League-Finals,4,2,8
apac_s,2025-S2-Pro-League-Finals,4,3,5
apac_s,2025-S2-Pro-League-Finals,4,4,0
apac_s,2025-S2-Pro-League-Finals,4,5,6
apac_s,2025-S2-Pro-League-Finals,4,6,1
apac_s,2025-S2-Pro-League-Finals,4,7,8
apac_s,2025-S2-Pro-League-Finals,4,8,1
apac_s,2025-S2-Pro-League-Finals,4,9,2
apac_s,2025-S2-Pro-League-Finals,4,10,5
apac_s,2025-S2-Pro-League-Finals,4,11,1
apac_s,2025-S2-Pro-League-Finals,4,12,0
apac_s,2025-S2-Pro-League-Finals,4,13,0
apac_s,2025-S2-Pro-League-Finals,4,14,0
apac_s,2025-S2-Pro-League-Finals,4,15,3
apac_s,2025-S2-Pro-League-Finals,4,16,0
apac_s,2025-S2-Pro-League-Finals,4,17,8
apac_s,2025-S2-Pro-League-Finals,4,18,3
apac_s,2025-S2-Pro-League-Finals,4,19,2
apac_s,2025-S2-Pro-League-Finals,4,20,0
apac_s,2025-S2-Pro-League-Finals,5,1,4
apac_s,2025-S2-Pro-League-Finals,5,2,0
apac_s,2025-S2-Pro-League-Finals,5,3,1
apac_s,2025-S2-Pro-League-Finals,5,4,4
apac_s,2025-S2-Pro-League-Finals,5,5,4
apac_s,2025-S2-Pro-League-Finals,5,6,5
apac_s,2025-S2-Pro-League-Finals,5,7,9
apac_s,2025-S2-Pro-League-Finals,5,8,2
apac_s,2025-S2-Pro-League-Finals,5,9,5
apac_s,2025-S2-Pro-League-Finals,5,10,1
apac_s,2025-S2-Pro-League-Finals,5,11,2
apac_s,2025-S2-Pro-League-Finals,5,12,3
apac_s,2025-S2-Pro-League-Finals,5,13,1
apac_s,2025-S2-Pro-League-Finals,5,14,1
apac_s,2025-S2-Pro-League-Finals,5,15,1
apac_s,2025-S2-Pro-League-Finals,5,16,2
apac_s,2025-S2-Pro-League-Finals,5,17,0
apac_s,2025-S2-Pro-League-Finals,5,18,3
apac_s,2025-S2-Pro-League-Finals,5,19,1
apac_s,2025-S2-Pro-League-Finals,5,20,0
apac_s,2025-S2-Pro-League-Finals,6,1,8
apac_s,2025-S2-Pro-League-Finals,6,2,6
apac_s,2025-S2-Pro-League-Finals,6,3,5
apac_s,2025-S2-Pro-League-Finals,6,4,2
apac_s,2025-S2-Pro-League-Finals,6,5,2
apac_s,2025-S2-Pro-League-Finals,6,6,7
apac_s,2025-S2-Pro-League-Finals,6,7,3
apac_s,2025-S2-Pro-League-Finals,6,8,0
apac_s,2025-S2-Pro-League-Finals,6,9,2
apac_s,2025-S2-Pro-League-Finals,6,10,3
apac_s,2025-S2-Pro-League-Finals,6,11,0
apac_s,2025-S2-Pro-League-Finals,6,12,2
apac_s,2025-S2-Pro-League-Finals,6,13,4
apac_s,2025-S2-Pro-League-Finals,6,14,3
apac_s,2025-S2-Pro-League-Finals,6,15,0
apac_s,2025-S2-Pro-League-Finals,6,16,3
apac_s,2025-S2-Pro-League-Finals,6,17,0
apac_s,2025-S2-Pro-League-Finals,6,18,0
apac_s,2025-S2-Pro-League-Finals,6,19,3
apac_s,2025-S2-Pro-League-Finals,6,20,0
apac_s,2025-S2-Pro-League-Finals,7,1,8
apac_s,2025-S2-Pro-League-Finals,7,2,11
apac_s,2025-S2-Pro-League-Finals,7,3,2
apac_s,2025-S2-Pro-League-Finals,7,4,0
apac_s,2025-S2-Pro-League-Finals,7,5,7
apac_s,2025-S2-Pro-League-Finals,7,6,2
apac_s,2025-S2-Pro-League-Finals,7,7,4
apac_s,2025-S2-Pro-League-Finals,7,8,0
apac_s,2025-S2-Pro-League-Finals,7,9,1
apac_s,2025-S2-Pro-League-Finals,7,10,0
apac_s,2025-S2-Pro-League-Finals,7,11,2
apac_s,2025-S2-Pro-League-Finals,7,12,4
apac_s,2025-S2-Pro-League-Finals,7,13,0
apac_s,2025-S2-Pro-League-Finals,7,14,0
apac_s,2025-S2-Pro-League-Finals,7,15,3
apac_s,2025-S2-Pro-League-Finals,7,16,3
apac_s,2025-S2-Pro-League-Finals,7,17,2
apac_s,2025-S2-Pro-League-Finals,7,18,1
apac_s,2025-S2-Pro-League-Finals,7,19,3
apac_s,2025-S2-Pro-League-Finals,7,20,0
apac_s,2025-S2-Pro-League-Finals,8,1,11
apac_s,2025-S2-Pro-League-Finals,8,2,1
apac_s,2025-S2-Pro-League-Finals,8,3,11
apac_s,2025-S2-Pro-League-Finals,8,4,1
apac_s,2025-S2-Pro-League-Finals,8,5,5
apac_s,2025-S2-Pro-League-Finals,8,6,5
apac_s,2025-S2-Pro-League-Finals,8,7,3
apac_s,2025-S2-Pro-League-Finals,8,8,0
apac_s,2025-S2-Pro-League-Finals,8,9,7
apac_s,2025-S2-Pro-League-Finals,8,10,2
apac_s,2025-S2-Pro-League-Finals,8,11,9
apac_s,2025-S2-Pro-League-Finals,8,12,2
apac_s,2025-S2-Pro-League-Finals,8,13,0
apac_s,2025-S2-Pro-League-Finals,8,14,0
apac_s,2025-S2-Pro-League-Finals,8,15,1
apac_s,2025-S2-Pro-League-Finals,8,16,4
apac_s,2025-S2-Pro-League-Finals,8,17,2
apac_s,2025-S2-Pro-League-Finals,8,18,1
apac_s,2025-S2-Pro-League-Finals,8,19,0
apac_s,2025-S2-Pro-League-Finals,8,20,0
americas,2024-S1-Pro-League-Finals,1,1,7
americas,2024-S1-Pro-League-Finals,1,2,6
americas,2024-S1-Pro-League-Finals,1,3,3
americas,2024-S1-Pro-League-Finals,1,4,0
americas,2024-S1-Pro-League-Finals,1,5,2
americas,2024-S1-Pro-League-Finals,1,6,2
americas,2024-S1-Pro-League-Finals,1,7,1
americas,2024-S1-Pro-League-Finals,1,8,4
americas,2024-S1-Pro-League-Finals,1,9,3
americas,2024-S1-Pro-League-Finals,1,10,4
americas,2024-S1-Pro-League-Finals,1,11,0
americas,2024-S1-Pro-League-Finals,1,12,4
americas,2024-S1-Pro-League-Finals,1,13,3
americas,2024-S1-Pro-League-Finals,1,14,0
americas,2024-S1-Pro-League-Finals,1,15,2
americas,2024-S1-Pro-League-Finals,1,16,3
americas,2024-S1-Pro-League-Finals,1,17,0
americas,2024-S1-Pro-League-Finals,1,18,1
americas,2024-S1-Pro-League-Finals,1,19,2
americas,2024-S1-Pro-League-Finals,1,20,10
americas,2024-S1-Pro-League-Finals,2,1,11
americas,2024-S1-Pro-League-Finals,2,2,8
americas,2024-S1-Pro-League-Finals,2,3,5
americas,2024-S1-Pro-League-Finals,2,4,4
americas,2024-S1-Pro-League-Finals,2,5,3
americas,2024-S1-Pro-League-Finals,2,6,1
americas,2024-S1-Pro-League-Finals,2,7,6
americas,2024-S1-Pro-League-Finals,2,8,4
americas,2024-S1-Pro-League-Finals,2,9,0
americas,2024-S1-Pro-League-Finals,2,10,0
americas,2024-S1-Pro-League-Finals,2,11,0
americas,2024-S1-Pro-League-Finals,2,12,3
americas,2024-S1-Pro-League-Finals,2,13,2
americas,2024-S1-Pro-League-Finals,2,14,2
americas,2024-S1-Pro-League-Finals,2,15,2
americas,2024-S1-Pro-League-Finals,2,16,0
americas,2024-S1-Pro-League-Finals,2,17,2
americas,2024-S1-Pro-League-Finals,2,18,2
americas,2024-S1-Pro-League-Finals,2,19,0
americas,2024-S1-Pro-League-Finals,2,20,0
americas,2024-S1-Pro-League-Finals,3,1,13
americas,2024-S1-Pro-League-Finals,3,2,5
americas,2024-S1-Pro-League-Finals,3,3,7
americas,2024-S1-Pro-League-Finals,3,4,7
americas,2024-S1-Pro-League-Finals,3,5,2
americas,2024-S1-Pro-League-Finals,3,6,2
americas,2024-S1-Pro-League-Finals,3,7,1
americas,2024-S1-Pro-League-Finals,3,8,1
americas,2024-S1-Pro-League-Finals,3,9,0
americas,2024-S1-Pro-League-Finals,3,10,5
americas,2024-S1-Pro-League-Finals,3,11,3
americas,2024-S1-Pro-League-Finals,3,12,0
americas,2024-S1-Pro-League-Finals,3,13,2
americas,2024-S1-Pro-League-Finals,3,14,3
americas,2024-S1-Pro-League-Finals,3,15,0
americas,2024-S1-Pro-League-Finals,3,16,0
americas,2024-S1-Pro-League-Finals,3,17,1
americas,2024-S1-Pro-League-Finals,3,18,3
americas,2024-S1-Pro-League-Finals,3,19,0
americas,2024-S1-Pro-League-Finals,3,20,1
americas,2024-S1-Pro-League-Finals,4,1,8
americas,2024-S1-Pro-League-Finals,4,2,4
americas,2024-S1-Pro-League-Finals,4,3,7
americas,2024-S1-Pro-League-Finals,4,4,3
americas,2024-S1-Pro-League-Finals,4,5,2
americas,2024-S1-Pro-League-Finals,4,6,0
americas,2024-S1-Pro-League-Finals,4,7,4
americas,2024-S1-Pro-League-Finals,4,8,1
americas,2024-S1-Pro-League-Finals,4,9,7
americas,2024-S1-Pro-League-Finals,4,10,2
americas,2024-S1-Pro-League-Finals,4,11,5
americas,2024-S1-Pro-League-Finals,4,12,1
americas,2024-S1-Pro-League-Finals,4,13,1
americas,2024-S1-Pro-League-Finals,4,14,3
americas,2024-S1-Pro-League-Finals,4,15,1
americas,2024-S1-Pro-League-Finals,4,16,0
americas,2024-S1-Pro-League-Finals,4,17,0
americas,2024-S1-Pro-League-Finals,4,18,0
americas,2024-S1-Pro-League-Finals,4,19,0
americas,2024-S1-Pro-League-Finals,4,20,1
americas,2024-S1-Pro-League-Finals,5,1,3
americas,2024-S1-Pro-League-Finals,5,2,14
americas,2024-S1-Pro-League-Finals,5,3,12
americas,2024-S1-Pro-League-Finals,5,4,1
americas,2024-S1-Pro-League-Finals,5,5,1
americas,2024-S1-Pro-League-Finals,5,6,5
americas,2024-S1-Pro-League-Finals,5,7,2
americas,2024-S1-Pro-League-Finals,5,8,2
americas,2024-S1-Pro-League-Finals,5,9,1
americas,2024-S1-Pro-League-Finals,5,10,3
americas,2024-S1-Pro-League-Finals,5,11,0
americas,2024-S1-Pro-League-Finals,5,12,3
americas,2024-S1-Pro-League-Finals,5,13,1
americas,2024-S1-Pro-League-Finals,5,14,0
americas,2024-S1-Pro-League-Finals,5,15,3
americas,2024-S1-Pro-League-Finals,5,16,3
americas,2024-S1-Pro-League-Finals,5,17,3
americas,2024-S1-Pro-League-Finals,5,18,0
americas,2024-S1-Pro-League-Finals,5,19,3
americas,2024-S1-Pro-League-Finals,5,20,0
americas,2024-S1-Pro-League-Finals,6,1,5
americas,2024-S1-Pro-League-Finals,6,2,7
americas,2024-S1-Pro-League-Finals,6,3,6
americas,2024-S1-Pro-League-Finals,6,4,11
americas,2024-S1-Pro-League-Finals,6,5,6
americas,2024-S1-Pro-League-Finals,6,6,0
americas,2024-S1-Pro-League-Finals,6,7,6
americas,2024-S1-Pro-League-Finals,6,8,5
americas,2024-S1-Pro-League-Finals,6,9,2
americas,2024-S1-Pro-League-Finals,6,10,0
americas,2024-S1-Pro-League-Finals,6,11,0
americas,2024-S1-Pro-League-Finals,6,12,0
americas,2024-S1-Pro-League-Finals,6,13,0
americas,2024-S1-Pro-League-Finals,6,14,0
americas,2024-S1-Pro-League-Finals,6,15,0
americas,2024-S1-Pro-League-Finals,6,16,0
americas,2024-S1-Pro-League-Finals,6,17,0
americas,2024-S1-Pro-League-Finals,6,18,2
americas,2024-S1-Pro-League-Finals,6,19,1
americas,2024-S1-Pro-League-Finals,6,20,4
americas,2024-S1-Pro-League-Finals,7,1,6
americas,2024-S1-Pro-League-Finals,7,2,4
americas,2024-S1-Pro-League-Finals,7,3,14
americas,2024-S1-Pro-League-Finals,7,4,0
americas,2024-S1-Pro-League-Finals,7,5,0
americas,2024-S1-Pro-League-Finals,7,6,9
americas,2024-S1-Pro-League-Finals,7,7,5
americas,2024-S1-Pro-League-Finals,7,8,1
americas,2024-S1-Pro-League-Finals,7,9,0
americas,2024-S1-Pro-League-Finals,7,10,6
americas,2024-S1-Pro-League-Finals,7,11,0
americas,2024-S1-Pro-League-Finals,7,12,1
americas,2024-S1-Pro-League-Finals,7,13,0
americas,2024-S1-Pro-League-Finals,7,14,1
americas,2024-S1-Pro-League-Finals,7,15,0
americas,2024-S1-Pro-League-Finals,7,16,3
americas,2024-S1-Pro-League-Finals,7,17,4
americas,2024-S1-Pro-League-Finals,7,18,1
americas,2024-S1-Pro-League-Finals,7,19,1
americas,2024-S1-Pro-League-Finals,7,20,0
americas,2024-S2-Pro-League-Finals,1,1,4
americas,2024-S2-Pro-League-Finals,1,2,1
americas,2024-S2-Pro-League-Finals,1,3,5
americas,2024-S2-Pro-League-Finals,1,4,5
americas,2024-S2-Pro-League-Finals,1,5,2
americas,2024-S2-Pro-League-Finals,1,6,2
americas,2024-S2-Pro-League-Finals,1,7,6
americas,2024-S2-Pro-League-Finals,1,8,3
americas,2024-S2-Pro-League-Finals,1,9,0
americas,2024-S2-Pro-League-Finals,1,10,2
americas,2024-S2-Pro-League-Finals,1,11,3
americas,2024-S2-Pro-League-Finals,1,12,0
americas,2024-S2-Pro-League-Finals,1,13,4
americas,2024-S2-Pro-League-Finals,1,14,3
americas,2024-S2-Pro-League-Finals,1,15,0
americas,2024-S2-Pro-League-Finals,1,16,2
americas,2024-S2-Pro-League-Finals,1,17,0
americas,2024-S2-Pro-League-Finals,1,18,0
americas,2024-S2-Pro-League-Finals,1,19,15
americas,2024-S2-Pro-League-Finals,1,20,0
americas,2024-S2-Pro-League-Finals,2,1,8
americas,2024-S2-Pro-League-Finals,2,2,9
americas,2024-S2-Pro-League-Finals,2,3,6
americas,2024-S2-Pro-League-Finals,2,4,6
americas,2024-S2-Pro-League-Finals,2,5,5
americas,2024-S2-Pro-League-Finals,2,6,2
americas,2024-S2-Pro-League-Finals,2,7,3
americas,2024-S2-Pro-League-Finals,2,8,0
americas,2024-S2-Pro-League-Finals,2,9,0
americas,2024-S2-Pro-League-Finals,2,10,7
americas,2024-S2-Pro-League-Finals,2,11,1
americas,2024-S2-Pro-League-Finals,2,12,0
americas,2024-S2-Pro-League-Finals,2,13,3
americas,2024-S2-Pro-League-Finals,2,14,1
americas,2024-S2-Pro-League-Finals,2,15,0
americas,2024-S2-Pro-League-Finals,2,16,0
americas,2024-S2-Pro-League-Finals,2,17,0
americas,2024-S2-Pro-League-Finals,2,18,0
americas,2024-S2-Pro-League-Finals,2,19,7
americas,2024-S2-Pro-League-Finals,2,20,0
americas,2024-S2-Pro-League-Finals,3,1,12
americas,2024-S2-Pro-League-Finals,3,2,4
americas,2024-S2-Pro-League-Finals,3,3,2
americas,2024-S2-Pro-League-Finals,3,4,6
americas,2024-S2-Pro-League-Finals,3,5,3
americas,2024-S2-Pro-League-Finals,3,6,1
americas,2024-S2-Pro-League-Finals,3,7,3
americas,2024-S2-Pro-League-Finals,3,8,2
americas,2024-S2-Pro-League-Finals,3,9,1
americas,2024-S2-Pro-League-Finals,3,10,1
americas,2024-S2-Pro-League-Finals,3,11,5
americas,2024-S2-Pro-League-Finals,3,12,1
americas,2024-S2-Pro-League-Finals,3,13,3
americas,2024-S2-Pro-League-Finals,3,14,2
americas,2024-S2-Pro-League-Finals,3,15,0
americas,2024-S2-Pro-League-Finals,3,16,2
americas,2024-S2-Pro-League-Finals,3,17,3
americas,2024-S2-Pro-League-Finals,3,18,1
americas,2024-S2-Pro-League-Finals,3,19,0
americas,2024-S2-Pro-League-Finals,3,20,12
americas,2024-S2-Pro-League-Finals,4,1,12
americas,2024-S2-Pro-League-Finals,4,2,11
americas,2024-S2-Pro-League-Finals,4,3,9
americas,2024-S2-Pro-League-Finals,4,4,1
americas,2024-S2-Pro-League-Finals,4,5,5
americas,2024-S2-Pro-League-Finals,4,6,5
americas,2024-S2-Pro-League-Finals,4,7,3
americas,2024-S2-Pro-League-Finals,4,8,3
americas,2024-S2-Pro-League-Finals,4,9,0
americas,2024-S2-Pro-League-Finals,4,10,0
americas,2024-S2-Pro-League-Finals,4,11,2
americas,2024-S2-Pro-League-Finals,4,12,1
americas,2024-S2-Pro-League-Finals,4,13,3
americas,2024-S2-Pro-League-Finals,4,14,0
americas,2024-S2-Pro-League-Finals,4,15,0
americas,2024-S2-Pro-League-Finals,4,16,0
americas,2024-S2-Pro-League-Finals,4,17,0
americas,2024-S2-Pro-League-Finals,4,18,0
americas,2024-S2-Pro-League-Finals,4,19,0
americas,2024-S2-Pro-League-Finals,4,20,3
americas,2024-S2-Pro-League-Finals,5,1,11
americas,2024-S2-Pro-League-Finals,5,2,10
americas,2024-S2-Pro-League-Finals,5,3,5
americas,2024-S2-Pro-League-Finals,5,4,9
americas,2024-S2-Pro-League-Finals,5,5,5
americas,2024-S2-Pro-League-Finals,5,6,3
americas,2024-S2-Pro-League-Finals,5,7,4
americas,2024-S2-Pro-League-Finals,5,8,3
americas,2024-S2-Pro-League-Finals,5,9,0
americas,2024-S2-Pro-League-Finals,5,10,0
americas,2024-S2-Pro-League-Finals,5,11,4
americas,2024-S2-Pro-League-Finals,5,12,2
americas,2024-S2-Pro-League-Finals,5,13,0
americas,2024-S2-Pro-League-Finals,5,14,0
americas,2024-S2-Pro-League-Finals,5,15,3
americas,2024-S2-Pro-League-Finals,5,16,0
americas,2024-S2-Pro-League-Finals,5,17,0
americas,2024-S2-Pro-League-Finals,5,18,1
americas,2024-S2-Pro-League-Finals,5,19,0
americas,2024-S2-Pro-League-Finals,5,20,1
americas,2024-S2-Pro-League-Finals,6,1,8
americas,2024-S2-Pro-League-Finals,6,2,10
americas,2024-S2-Pro-League-Finals,6,3,9
americas,2024-S2-Pro-League-Finals,6,4,6
americas,2024-S2-Pro-League-Finals,6,5,6
americas,2024-S2-Pro-League-Finals,6,6,6
americas,2024-S2-Pro-League-Finals,6,7,0
americas,2024-S2-Pro-League-Finals,6,8,2
americas,2024-S2-Pro-League-Finals,6,9,2
americas,2024-S2-Pro-League-Finals,6,10,1
americas,2024-S2-Pro-League-Finals,6,11,0
americas,2024-S2-Pro-League-Finals,6,12,1
americas,2024-S2-Pro-League-Finals,6,13,3
americas,2024-S2-Pro-League-Finals,6,14,1
americas,2024-S2-Pro-League-Finals,6,15,0
americas,2024-S2-Pro-League-Finals,6,16,1
americas,2024-S2-Pro-League-Finals,6,17,0
americas,2024-S2-Pro-League-Finals,6,18,1
americas,2024-S2-Pro-League-Finals,6,19,0
americas,2024-S2-Pro-League-Finals,6,20,3
emea,2024-S1-Pro-League-Finals,1,1,13
emea,2024-S1-Pro-League-Finals,1,2,9
emea,2024-S1-Pro-League-Finals,1,3,8
emea,2024-S1-Pro-League-Finals,1,4,5
emea,2024-S1-Pro-League-Finals,1,5,4
emea,2024-S1-Pro-League-Finals,1,6,3
emea,2024-S1-Pro-League-Finals,1,7,2
emea,2024-S1-Pro-League-Finals,1,8,2
emea,2024-S1-Pro-League-Finals,1,9,2
emea,2024-S1-Pro-League-Finals,1,10,0
emea,2024-S1-Pro-League-Finals,1,11,0
emea,2024-S1-Pro-League-Finals,1,12,0
emea,2024-S1-Pro-League-Finals,1,13,1
emea,2024-S1-Pro-League-Finals,1,14,0
emea,2024-S1-Pro-League-Finals,1,15,2
emea,2024-S1-Pro-League-Finals,1,16,1
emea,2024-S1-Pro-League-Finals,1,17,1
emea,2024-S1-Pro-League-Finals,1,18,0
emea,2024-S1-Pro-League-Finals,1,19,0
emea,2024-S1-Pro-League-Finals,1,20,0
emea,2024-S1-Pro-League-Finals,2,1,9
emea,2024-S1-Pro-League-Finals,2,2,7
emea,2024-S1-Pro-League-Finals,2,3,8
emea,2024-S1-Pro-League-Finals,2,4,8
emea,2024-S1-Pro-League-Finals,2,5,4
emea,2024-S1-Pro-League-Finals,2,6,4
emea,2024-S1-Pro-League-Finals,2,7,1
emea,2024-S1-Pro-League-Finals,2,8,5
emea,2024-S1-Pro-League-Finals,2,9,1
